mass,formula,frac_abundance
91.01035629,C3H5Sj18O,9.62E-09
91.01392365,j13CC5H2O,5.43E-08
91.01728821,j13CC2H6SO,8.95E-08
91.01838684,C6H3O,-4.74E-07
91.02175903,C3H7SO,-3.59E-07
91.0314091,C6H4j15N,2.57E-07
91.03325878,j13C2C4H3N,7.83E-07
91.03772897,j13CC5H4N,4.56E-06
91.04219917,C6H5N,0.001014353
91.05030823,j13CC6H6,2.24E-05
91.05477142,C7H7,0.006713211
91.07143402,j13CC3H10O2,5.88E-07
91.9733429,C2H2j34SO2,1.81E-07
91.97545624,j184Wplus2,0
91.98983002,C5O2,-3.70E-06
92.00223441,C5Nj18O,1.18E-08
92.00284863,C5Hj15NO,-1.11E-08
92.00469831,j13C2C3NO,6.73E-09
92.00526149,j13CC2H5j34SO,6.79E-09
92.0091685,j13CC4HNO,-1.64E-07
92.00973511,C3H6j34SO,1.23E-07
92.01363869,C5H2NO,7.40E-05
92.02114839,C3H7j33SO,-2.83E-09
92.02174377,j13CC5H3O,-3.08E-08
92.02511597,j13CC2H7SO,-1.16E-08
92.02620697,C6H4O,2.92E-05
92.03923413,C6H5j15N,3.71E-06
92.04108381,j13C2C4H4N,1.23E-07
92.045554,j13CC5H5N,6.58E-05
92.05003357,C6H6N,0.00021906
92.05812836,j13CC6H7,0.000508257
92.06259918,C7H8,0.001044109
92.97718048,j186Wplus2,0
92.99318695,j13CC4O2,-2.00E-07
92.99765778,C5HO2,4.33E-05
93.01005944,C5HNj18O,-6.23E-09
93.01067366,C5H2j15NO,2.70E-07
93.01252334,j13C2C3HNO,-3.55E-09
93.01699353,j13CC4H2NO,4.00E-06
93.01755524,C3H7j34SO,-1.61E-08
93.02146373,C5H3NO,0.000165684
93.02600635,C3H7Sj18O,-7.37E-10
93.02957153,j13CC5H4O,1.89E-06
93.03404236,C6H5O,7.08E-05
93.04705916,C6H6j15N,8.00E-07
93.04890884,j13C2C4H5N,1.78E-06
93.05337524,j13CC5H6N,1.42E-05
93.05784923,C6H7N,0.000436306
93.06595612,j13CC6H8,7.90E-05
93.07042694,C7H9,0.001937461
94.00100708,j13CC4HO2,2.34E-06
94.00547791,C5H2O2,1.50E-05
94.01788447,C5H2Nj18O,1.52E-07
94.02034837,j13C2C3H2NO,8.66E-08
94.02091155,j13CC2H7j34SO,-5.21E-10
94.02481856,j13CC4H3NO,8.96E-06
94.02928876,C5H4NO,0.000214642
94.03739166,j13CC5H5O,4.60E-06
94.04186249,C6H6O,0.000871867
94.0548842,C6H7j15N,1.59E-06
94.05673387,j13C2C4H6N,3.84E-07
94.06120407,j13CC5H7N,2.83E-05
94.0656662,C6H8N,0.000167008
94.07377625,j13CC6H9,0.000146685
94.07824707,C7H10,0.001002832
94.94963837,CH4Br,5.29E-05
95.00883484,j13CC4H2O2,8.10E-07
95.01331329,C5H3O2,0.000307356
95.02632372,C5H4j15NO,7.84E-07
95.0326436,j13CC4H4NO,1.16E-05
95.03711379,C5H5NO,0.000658686
95.04521942,j13CC5H6O,5.66E-05
95.04969025,C6H7O,0.0031474
95.06270923,C6H8j15N,6.10E-07
95.06455891,j13C2C4H7N,7.66E-07
95.06903076,j13CC5H8N,1.08E-05
95.07350159,C6H9N,0.000325818
95.08159637,j13CC6H10,7.59E-05
95.0860672,C7H11,0.001988487
95.9529953,j13CH4Br,5.72E-07
96,C8,9.77E-05
96.0166626,j13CC4H3O2,1.66E-05
96.02113342,C5H4O2,0.000193316
96.03353454,C5H4Nj18O,4.41E-07
96.03599843,j13C2C3H4NO,2.51E-07
96.04046863,j13CC4H5NO,3.56E-05
96.04493882,C5H6NO,0.000446639
96.05304718,j13CC5H7O,0.000204248
96.05751801,C6H8O,0.002237564
96.07053426,C6H9j15N,1.19E-06
96.07238394,j13C2C4H8N,2.93E-07
96.07685089,j13CC5H9N,2.11E-05
96.07977604,C6j2HH8N,3.37E-07
96.08132433,C6H10N,0.000113537
96.08943176,j13CC6H11,0.000150548
96.09390259,C7H12,0.000867258
96.94759369,CH4j81Br,5.15E-05
96.95955658,HSO4,0
97.00335693,j13CC7,8.45E-06
97.00782776,C8H,0.000626754
97.02448273,j13CC4H4O2,1.05E-05
97.02895355,C5H5O2,0.001109292
97.04829366,j13CC4H6NO,2.42E-05
97.05276385,C5H7NO,0.000554069
97.06086731,j13CC5H8O,0.000145205
97.06533813,C6H9O,0.001833732
97.07835929,C6H10j15N,4.15E-07
97.08020897,j13C2C4H9N,5.72E-07
97.08467916,j13CC5H10N,7.37E-06
97.08760107,C6j2HH9N,1.31E-07
97.08914948,C6H11N,6.47E-05
97.09725189,j13CC6H12,6.57E-05
97.10172272,C7H13,0.000100689
97.95094299,j13CH4j81Br,5.57E-07
97.9589386,Hj33SO4,0
97.96737671,H2SO4,0
98.00307401,C7N,-1.68E-06
98.01117706,j13CC7H,5.42E-05
98.01564789,C8H2,0.000273781
98.03231049,j13CC4H5O2,6.00E-05
98.03678131,C5H6O2,0.000697406
98.04979882,C5H7j15NO,2.02E-06
98.05611869,j13CC4H7NO,3.00E-05
98.06058888,C5H8NO,0.000178957
98.0687027,j13CC5H9O,0.000118999
98.07317352,C6H10O,0.000713682
98.08618432,C6H11j15N,2.36E-07
98.088034,j13C2C4H10N,1.99E-07
98.09250641,j13CC5H11N,4.20E-06
98.0954261,C6j2HH10N,8.18E-08
98.09697439,C6H12N,1.34E-05
98.10507965,j13CC6H13,7.62E-06
98.10955048,C7H14,1.90E-05
98.95535278,Hj34SO4,0
98.96676636,H2j33SO4,0
99.00642885,j13CC6N,-1.27E-07
99.01089904,C7HN,6.81E-05
99.01899719,j13CC7H2,2.37E-05
99.02348328,C8H3,0.000125158
99.04013062,j13CC4H6O2,3.77E-05
99.04460144,C5H7O2,0.000887082
99.05700963,C5H7Nj18O,1.14E-06
99.05762385,C5H8j15NO,6.54E-07
99.05947353,j13C2C3H7NO,6.48E-07
99.06394372,j13CC4H8NO,9.68E-06
99.06841392,C5H9NO,7.99E-05
99.07652283,j13CC5H10O,4.63E-05
99.08099365,C6H11O,0.000432098
99.09400936,C6H12j15N,4.91E-08
99.09585903,j13C2C4H11N,1.14E-07
99.10032923,j13CC5H12N,8.71E-07
99.10325114,C6j2HH11N,1.85E-08
99.10479736,C6H13N,9.81E-06
99.11290741,j13CC6H14,1.44E-06
99.11737823,C7H15,1.10E-05
99.96317291,H2j34SO4,0
99.99491119,C7O,0.000548369
100.007934,C7Hj15N,2.49E-07
100.0142539,j13CC6HN,5.15E-06
100.0187241,C7H2N,-1.06E-06
100.0268021,j13CC7H3,1.08E-05
100.0313034,C8H4,0.000208894
100.0479584,j13CC4H7O2,4.80E-05
100.0523987,C5H8O2,0.002204547
100.0648347,C5H8Nj18O,3.68E-07
100.0654489,C5H9j15NO,2.92E-07
100.0672986,j13C2C3H8NO,2.09E-07
100.0717688,j13CC4H9NO,4.32E-06
100.0746907,C5j2HH8NO,8.27E-08
100.0842972,j13CC5H11O,2.80E-05
100.0887985,C6H12O,3.27E-05
100.1018344,C6H13j15N,3.58E-08
100.1036841,j13C2C4H12N,2.36E-08
100.1081467,j13CC5H13N,6.37E-07
100.1110762,C6j2HH12N,1.47E-08
100.120697,j13CC6H15,8.35E-07
100.1251984,C7H16,1.05E-05
100.9982681,j13CC6O,4.15E-05
101.0027008,C7HO,1.02E-05
101.015759,C7H2j15N,-3.87E-09
101.0176087,j13C2C5HN,1.67E-07
101.0220789,j13CC6H2N,-8.02E-08
101.0265491,C7H3N,5.53E-05
101.0346985,j13CC7H4,1.81E-05
101.0391006,C8H5,0.000122959
101.0557938,j13CC4H8O2,1.19E-04
101.0603027,C5H9O2,0.000525608
101.0726597,C5H9Nj18O,1.64E-07
101.0751236,j13C2C3H9NO,9.34E-08
101.0922012,j13CC5H12O,2.12E-06
101.0966034,C6H13O,1.56E-05
101.1115091,j13C2C4H13N,1.72E-08
101.1286011,j13CC6H16,7.97E-07
101.9775009,C3H2SO2,7.29E-06
101.9953003,C3H2O4,4.29E-07
101.9979886,C6NO,2.04E-06
102.0061035,j13CC6HO,7.75E-07
102.0105972,C7H2O,4.99E-06
102.0235841,C7H3j15N,2.02E-07
102.0254337,j13C2C5H2N,-2.60E-09
102.0299039,j13CC6H3N,4.18E-06
102.0343741,C7H4N,0.000208447
102.0425034,j13CC7H5,1.06E-05
102.0469971,C8H6,0.000131051
102.0554962,C4H8NO2,4.34E-05
102.0635986,j13CC4H9O2,2.84E-05
102.0681,C5H10O2,2.30E-05
102.0999985,j13CC5H13O,1.01E-06
102.1044998,C6H14O,4.21E-06
102.9769378,C3H2j33SO2,5.76E-08
102.9809036,j13CC2H2SO2,2.37E-07
102.9853973,C3H3SO2,1.56E-05
102.9950236,C6j15NO,7.45E-09
102.9986572,j13CC2H2O4,1.39E-08
103.0013435,j13CC5NO,1.32E-07
103.0030975,C3H3O4,5.13E-06
103.0058137,C6HNO,1.10E-05
103.0139008,j13CC6H2O,3.78E-07
103.0184021,C7H3O,1.47E-06
103.0314091,C7H4j15N,7.62E-07
103.0332588,j13C2C5H3N,1.36E-07
103.037729,j13CC6H4N,1.58E-05
103.0421992,C7H5N,0.000205267
103.0503006,j13CC7H6,1.13E-05
103.0548019,C8H7,0.000417588
103.0588608,j13CC3H8NO2,1.88E-06
103.0714264,j13CC4H10O2,1.24E-06
103.0758972,C5H11O2,2.41E-05
103.1078033,j13CC5H14O,2.73E-07
103.9733429,C3H2j34SO2,3.26E-07
103.9817958,C3H2Sj18OO,3.00E-08
103.9887314,j13CC2H3SO2,5.05E-07
103.98983,C6O2,8.65E-07
103.9932022,C3H4SO2,1.26E-06
104.0022344,C6Nj18O,4.19E-09
104.0028486,C6Hj15NO,4.01E-08
104.0046983,j13C2C4NO,3.58E-09
104.0064774,j13CC2H3O4,1.67E-07
104.0091685,j13CC5HNO,7.13E-07
104.0136387,C6H2NO,2.97E-05
104.021698,j13CC6H3O,1.11E-07
104.0261993,C7H4O,5.68E-05
104.0392341,C7H5j15N,7.50E-07
104.0410838,j13C2C5H4N,5.12E-07
104.045554,j13CC6H5N,1.55E-05
104.0500242,C7H6N,4.80E-05
104.0580978,j13CC7H7,3.61E-05
104.0625992,C8H8,0.00018414
104.0792999,j13CC4H11O2,1.30E-06
104.976701,j13CC2H2j34SO2,1.06E-08
104.9811707,C3H3j34SO2,6.96E-07
104.993187,j13CC5O2,5.61E-08
104.9965515,j13CC2H4SO2,4.10E-08
104.9977036,C6HO2,1.86E-06
105.0010223,C3H5SO2,1.88E-06
105.0100594,C6HNj18O,2.26E-08
105.0106737,C6H2j15NO,1.09E-07
105.0125233,j13C2C4HNO,1.93E-08
105.0169935,j13CC5H2NO,1.93E-06
105.0214637,C6H3NO,0.000157612
105.0296021,j13CC6H4O,4.30E-06
105.0339966,C7H5O,0.000318648
105.0470592,C7H6j15N,1.75E-07
105.0489088,j13C2C5H5N,5.04E-07
105.053379,j13CC6H6N,3.64E-06
105.0578492,C7H7N,0.000221041
105.0660019,j13CC7H8,1.59E-05
105.0703964,C8H9,0.000837259
105.9889984,C3H4j34SO2,5.65E-08
106.0004129,C3H5j33SO2,1.49E-08
106.0009995,j13CC5HO2,1.21E-07
106.0043793,j13CC2H5SO2,6.11E-08
106.0055008,C6H2O2,1.04E-06
106.0089035,C3H6SO2,2.28E-06
106.0178845,C6H2Nj18O,6.11E-08
106.0184987,C6H3j15NO,5.76E-07
106.0203484,j13C2C4H2NO,5.22E-08
106.0248186,j13CC5H3NO,1.02E-05
106.0292888,C6H4NO,6.14E-05
106.0373993,j13CC6H5O,2.41E-05
106.0419006,C7H6O,0.00022025
106.0548842,C7H7j15N,8.08E-07
106.0567339,j13C2C5H6N,1.18E-07
106.0612041,j13CC6H7N,1.67E-05
106.0656743,C7H8N,7.87E-05
106.0737991,j13CC7H9,7.24E-05
106.0782013,C8H10,0.000308827
106.9968185,C3H5j34SO2,8.43E-08
107.0052709,C3H5Sj18OO,7.74E-09
107.008238,C3H6j33SO2,1.80E-08
107.0087967,j13CC5H2O2,6.74E-08
107.012207,j13CC2H6SO2,7.39E-08
107.013298,C6H3O2,4.75E-06
107.0166752,C3H7SO2,1.44E-06
107.0257095,C6H3Nj18O,3.24E-07
107.0281734,j13C2C4H3NO,2.77E-07
107.0326436,j13CC5H4NO,3.98E-06
107.0371017,C6H5NO,0.000243925
107.0451965,j13CC6H6O,1.67E-05
107.0496979,C7H7O,0.000705568
107.0627092,C7H8j15N,2.88E-07
107.0645589,j13C2C5H7N,5.43E-07
107.0690291,j13CC6H8N,5.96E-06
107.0734993,C7H9N,0.000138527
107.0815964,j13CC7H10,2.67E-05
107.0860977,C8H11,0.000533423
108,C9,4.71E-05
108.0001761,j13CC2H5j34SO2,2.73E-09
108.0046463,C3H6j34SO2,1.02E-07
108.0130959,C3H6Sj18OO,9.37E-09
108.016063,C3H7j33SO2,1.14E-08
108.0166626,j13CC5H3O2,3.08E-07
108.02003,j13CC2H7SO2,4.67E-08
108.0211029,C6H4O2,4.83E-05
108.0341488,C6H5j15NO,8.91E-07
108.0404663,j13CC5H5NO,1.58E-05
108.044899,C6H6NO,0.000257153
108.0530014,j13CC6H7O,5.34E-05
108.0575027,C7H8O,0.000889868
108.0705343,C7H9j15N,5.06E-07
108.0723839,j13C2C5H8N,1.93E-07
108.0768541,j13CC6H9N,1.05E-05
108.079776,C7j2HH8N,1.43E-07
108.0813243,C7H10N,5.59E-05
108.0894012,j13CC7H11,4.62E-05
108.0939026,C8H12,0.000184371
109.0034027,j13CC8,4.59E-06
109.0077972,C9H,1.04E-04
109.0080011,j13CC2H6j34SO2,3.31E-09
109.0124664,C3H7j34SO2,6.44E-08
109.020921,C3H7Sj18OO,5.92E-09
109.0244827,j13CC5H4O2,3.14E-06
109.0289993,C6H5O2,0.000162296
109.0413596,C6H5Nj18O,5.01E-07
109.0438235,j13C2C4H5NO,4.28E-07
109.0482864,j13CC5H6NO,1.67E-05
109.052803,C6H7NO,0.000542404
109.0608978,j13CC6H8O,6.74E-05
109.0653,C7H9O,0.001308963
109.0783593,C7H10j15N,2.04E-07
109.080209,j13C2C5H9N,3.40E-07
109.0846792,j13CC6H10N,4.24E-06
109.0876011,C7j2HH9N,6.43E-08
109.0891494,C7H11N,5.79E-05
109.0972977,j13CC7H12,1.60E-05
109.1016998,C8H13,0.000207612
110.003074,C8N,3.57E-06
110.0112,j13CC8H,1.01E-05
110.0156021,C9H2,6.09E-05
110.0158262,j13CC2H7j34SO2,2.09E-09
110.0323105,j13CC5H5O2,1.05E-05
110.0367966,C6H6O2,0.000529568
110.0561218,j13CC5H7NO,3.52E-05
110.0605889,C6H8NO,0.000115044
110.0687027,j13CC6H9O,9.91E-05
110.0731964,C7H10O,0.00041063
110.0861843,C7H11j15N,2.12E-07
110.088034,j13C2C5H10N,1.37E-07
110.0925042,j13CC6H11N,4.38E-06
110.0954261,C7j2HH10N,7.32E-08
110.0969744,C7H12N,1.83E-05
110.1051025,j13CC7H13,1.80E-05
110.1095963,C8H14,2.08E-05
111.0064288,j13CC7N,3.09E-07
111.010899,C8HN,5.18E-05
111.0189972,j13CC8H2,5.93E-06
111.0234985,C9H3,0.000236011
111.0401306,j13CC5H6O2,3.44E-05
111.0446014,C6H7O2,0.001096131
111.0639437,j13CC5H8NO,7.47E-06
111.0684139,C6H9NO,9.17E-05
111.0764999,j13CC6H10O,3.11E-05
111.0810013,C7H11O,0.000528786
111.0940094,C7H12j15N,6.68E-08
111.095859,j13C2C5H11N,1.42E-07
111.1003292,j13CC6H12N,1.38E-06
111.1032511,C7j2HH11N,2.52E-08
111.1047994,C7H13N,1.12E-05
111.1128998,j13CC7H14,1.80E-06
111.1174011,C8H15,2.06E-05
111.9949112,C8O,2.88E-05
112.007934,C8Hj15N,1.89E-07
112.0142539,j13CC7HN,4.48E-06
112.0187241,C8H2N,3.73E-06
112.0268021,j13CC8H3,2.30E-05
112.0313034,C9H4,6.63E-05
112.0479584,j13CC5H7O2,7.11E-05
112.0523987,C6H8O2,0.000335518
112.0717688,j13CC5H9NO,5.95E-06
112.0762389,C6H10NO,2.86E-05
112.0842972,j13CC6H11O,4.00E-05
112.0887985,C7H12O,8.08E-05
112.1018344,C7H13j15N,4.10E-08
112.1036841,j13C2C5H12N,4.49E-08
112.1081543,j13CC6H13N,8.50E-07
112.1110762,C7j2HH12N,1.68E-08
112.1126245,C7H14N,1.44E-05
112.120697,j13CC7H15,1.78E-06
112.1251984,C8H16,1.03E-05
112.9982681,j13CC7O,2.49E-06
113.002739,C8HO,0.000710001
113.015759,C8H2j15N,1.36E-08
113.0176087,j13C2C6HN,1.70E-07
113.0220789,j13CC7H2N,3.23E-07
113.0265491,C8H3N,-1.54E-06
113.0346985,j13CC8H4,6.45E-06
113.0391006,C9H5,0.000261989
113.0557938,j13CC5H8O2,2.18E-05
113.0603027,C6H9O2,0.000448975
113.0795938,j13CC5H10NO,1.86E-06
113.084064,C6H11NO,1.95E-05
113.0922012,j13CC6H12O,6.12E-06
113.0966034,C7H13O,2.96E-05
113.1115091,j13C2C5H13N,2.76E-08
113.1159793,j13CC6H14N,1.09E-06
113.1204495,C7H15N,7.60E-06
113.1286011,j13CC7H16,8.95E-07
113.1330032,C8H17,3.47E-06
113.9979886,C7NO,7.22E-07
114.0060959,j13CC7HO,6.14E-05
114.0105667,C8H2O,1.64E-05
114.0235841,C8H3j15N,-5.62E-09
114.0254337,j13C2C6H2N,1.22E-08
114.0299039,j13CC7H3N,-1.33E-07
114.0343741,C8H4N,7.40E-05
114.0425034,j13CC8H5,2.55E-05
114.0469971,C9H6,0.00021998
114.0636063,j13CC5H9O2,2.91E-05
114.0681,C6H10O2,0.000953565
114.0810989,C6H11j15NO,7.11E-08
114.0874188,j13CC5H11NO,1.26E-06
114.0903407,C6j2HH10NO,2.46E-08
114.0999985,j13CC6H13O,2.24E-06
114.1044998,C7H14O,2.44E-05
114.1238043,j13CC6H15N,5.76E-07
114.1363983,j13CC7H17,3.00E-07
114.1408997,C8H18,6.45E-06
114.9950236,C7j15NO,2.64E-09
115.0013435,j13CC6NO,5.46E-08
115.0058137,C7HNO,1.42E-05
115.0139236,j13CC7H2O,1.42E-06
115.0183868,C8H3O,6.86E-06
115.0314091,C8H4j15N,2.70E-07
115.0332588,j13C2C6H3N,-5.04E-09
115.037729,j13CC7H4N,6.40E-06
115.0421992,C8H5N,0.000255335
115.0503006,j13CC8H6,2.14E-05
115.0548019,C9H7,0.000409214
115.0714264,j13CC5H10O2,6.19E-05
115.0758972,C6H11O2,0.00013026
115.0883098,C6H11Nj18O,4.00E-08
115.0907737,j13C2C4H11NO,3.41E-08
115.1078033,j13CC6H14O,1.85E-06
115.1122971,C7H15O,1.88E-05
115.1442032,j13CC7H18,5.58E-07
115.98983,C7O2,5.50E-05
115.9932022,C4H4SO2,7.60E-06
116.0022344,C7Nj18O,1.48E-09
116.0028486,C7Hj15NO,5.21E-08
116.0046983,j13C2C5NO,1.77E-09
116.0091685,j13CC6HNO,1.08E-06
116.0110016,C4H4O4,6.08E-07
116.0136387,C7H2NO,5.75E-07
116.0217438,j13CC7H3O,5.94E-07
116.0261993,C8H4O,3.24E-06
116.0392341,C8H5j15N,9.33E-07
116.0410838,j13C2C6H4N,2.42E-07
116.045554,j13CC7H5N,2.21E-05
116.0473022,C5H8O3,2.53E-05
116.0500242,C8H6N,4.85E-05
116.0580978,j13CC8H7,3.98E-05
116.0625992,C9H8,6.87E-05
116.0792618,j13CC5H11O2,8.45E-06
116.0837021,C6H12O2,1.59E-05
116.1156464,j13CC6H15O,1.42E-06
116.9645996,C3HSO3,2.81E-06
116.993187,j13CC6O2,4.16E-06
116.9965515,j13CC3H4SO2,3.29E-07
116.9976578,C7HO2,1.65E-05
117.0009995,C4H5SO2,7.86E-07
117.0062027,C3H3NO4,8.08E-06
117.0100594,C7HNj18O,2.93E-08
117.0125233,j13C2C5HNO,3.50E-08
117.0143127,j13CC3H4O4,2.63E-08
117.0169935,j13CC6H2NO,4.35E-08
117.0187988,C4H5O4,6.63E-06
117.0214637,C7H3NO,2.89E-06
117.0295715,j13CC7H4O,2.81E-07
117.0339966,C8H5O,1.76E-06
117.0373993,C5H9SO,7.49E-07
117.0426025,C4H7NO3,8.82E-06
117.0470592,C8H6j15N,1.77E-07
117.0489088,j13C2C6H5N,8.36E-07
117.0506973,j13CC4H8O3,1.37E-06
117.053379,j13CC7H6N,4.19E-06
117.0578492,C8H7N,0.000148309
117.0659637,j13CC8H8,6.69E-06
117.0703964,C9H9,0.000191495
117.0790024,C5H11NO2,3.46E-05
117.0870819,j13CC5H12O2,1.03E-06
117.0915985,C6H13O2,1.60E-05
117.9679871,j13CC2HSO3,9.13E-08
117.9889984,C4H4j34SO2,3.40E-07
118.0010071,j13CC6HO2,1.25E-06
118.0043793,j13CC3H5SO2,3.40E-08
118.0095596,j13CC2H3NO4,2.62E-07
118.0221405,j13CC3H5O4,2.87E-07
118.0248186,j13CC6H3NO,2.19E-07
118.0292888,C7H4NO,7.44E-05
118.0373917,j13CC7H5O,1.52E-07
118.0407562,j13CC4H9SO,4.05E-08
118.0419006,C8H6O,9.09E-05
118.0451965,C5H10SO,2.16E-05
118.0459366,j13CC3H7NO3,3.82E-07
118.0503998,C4H8NO3,2.11E-05
118.0548842,C8H7j15N,5.42E-07
118.0567339,j13C2C6H6N,1.59E-07
118.0612041,j13CC7H7N,1.28E-05
118.0630035,C5H10O3,1.49E-05
118.0656743,C8H8N,2.36E-05
118.0737762,j13CC8H9,1.86E-05
118.0782013,C9H10,7.82E-05
118.0823364,j13CC4H11NO2,1.87E-06
118.0867996,C5H12NO2,2.53E-05
118.0949097,j13CC5H13O2,1.04E-06
118.9604263,C3Hj34SO3,1.26E-07
118.9968185,C4H5j34SO2,3.52E-08
118.9980011,C3H3O5,7.96E-05
119.0007019,C6HNO2,1.03E-05
119.013298,C7H3O2,-8.07E-07
119.0218964,C3H5NO4,-1.19E-06
119.0326436,j13CC6H4NO,5.63E-06
119.0332031,C5H9j34SO,3.35E-08
119.0344009,C4H7O4,3.63E-05
119.0371138,C7H5NO,5.94E-05
119.0451965,j13CC7H6O,7.86E-06
119.0485916,j13CC4H10SO,1.17E-06
119.0496979,C8H7O,0.000314456
119.053772,j13CC3H8NO3,9.12E-07
119.0627092,C8H8j15N,8.62E-08
119.0645589,j13C2C6H7N,4.86E-07
119.0663528,j13CC4H10O3,8.08E-07
119.0690291,j13CC7H8N,2.04E-06
119.0708008,C5H11O3,2.02E-05
119.0734993,C8H9N,1.44E-05
119.0815964,j13CC8H10,7.62E-06
119.0860977,C9H11,0.000206454
119.0901566,j13CC4H12NO2,1.37E-06
120,C10,1.61E-05
120.0014038,j13CC2H3O5,2.58E-06
120.0040817,j13CC5HNO2,6.69E-07
120.0085983,C6H2NO2,1.07E-05
120.0166626,j13CC6H3O2,-6.11E-08
120.0211029,C7H4O2,3.13E-06
120.024498,C4H8SO2,3.73E-06
120.0252228,j13CC2H5NO4,-3.87E-08
120.0297012,C3H6NO4,1.66E-05
120.0377884,j13CC3H7O4,1.57E-06
120.0404686,j13CC6H5NO,4.50E-06
120.0410309,C5H10j34SO,9.68E-07
120.0422974,C4H8O4,4.90E-05
120.0449388,C7H6NO,9.18E-05
120.0530472,j13CC7H7O,2.72E-05
120.0575027,C8H8O,0.0003493
120.0705343,C8H9j15N,5.24E-08
120.0723839,j13C2C6H8N,7.73E-08
120.074173,j13CC4H11O3,1.09E-06
120.0768541,j13CC7H9N,1.24E-06
120.079776,C8j2HH8N,1.49E-08
120.0813243,C8H10N,5.55E-05
120.0894318,j13CC8H11,2.01E-05
120.0939026,C9H12,0.000102871
